date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:36:02	7360/7360	---M--	200	added ('OK')	image/jpeg	etag:%2267734dd0-1cc0%22	https://herbnkathy.com/wp-content/uploads/2024/12/20241127_113006897391844281891661-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/12/20241127_113006897391844281891661-300x225.jpg	(from https://herbnkathy.com/)
14:36:02	40344/40344	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:02%20GMT	https://herbnkathy.com/about-us/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/about-us/index.html	(from https://herbnkathy.com/)
14:36:02	63764/63764	---M--	200	added ('OK')	image/jpeg	etag:%2267736ad3-f914%22	https://herbnkathy.com/wp-content/uploads/2024/12/20241129_0853265909357215140081808.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/12/20241129_0853265909357215140081808.jpg	(from https://herbnkathy.com/)
14:36:02	25537/25537	---M--	200	added ('OK')	image/jpeg	etag:%2267734fdd-63c1%22	https://herbnkathy.com/wp-content/uploads/2024/12/20241127_1129185685470322023762281.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/12/20241127_1129185685470322023762281.jpg	(from https://herbnkathy.com/)
14:36:03	42258/42258	---M--	200	added ('OK')	image/jpeg	etag:%2267736cf6-a512%22	https://herbnkathy.com/wp-content/uploads/2024/12/20241218_142702789372852136258940.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/12/20241218_142702789372852136258940.jpg	(from https://herbnkathy.com/)
14:36:03	12161/12161	---M--	200	added ('OK')	image/jpeg	etag:%2267736cf6-2f81%22	https://herbnkathy.com/wp-content/uploads/2024/12/20241222_1520576911360934284898605-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/12/20241222_1520576911360934284898605-300x225.jpg	(from https://herbnkathy.com/)
14:36:03	39121/39121	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:03%20GMT	https://herbnkathy.com/where-weve-been/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/where-weve-been/index.html	(from https://herbnkathy.com/)
14:36:03	18825/18825	---M--	200	added ('OK')	image/jpeg	etag:%2267736cf7-4989%22	https://herbnkathy.com/wp-content/uploads/2024/12/20241218_1426551156490015541170024-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/12/20241218_1426551156490015541170024-300x225.jpg	(from https://herbnkathy.com/)
14:36:03	18749/18749	---M--	200	added ('OK')	image/jpeg	etag:%226773132a-493d%22	https://herbnkathy.com/wp-content/uploads/2024/12/20240926_101648438218184471380838-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/12/20240926_101648438218184471380838-300x225.jpg	(from https://herbnkathy.com/)
14:36:04	20740/20740	---M--	200	added ('OK')	image/jpeg	etag:%226773132a-5104%22	https://herbnkathy.com/wp-content/uploads/2024/12/20240925_1351064635712190367314996-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/12/20240925_1351064635712190367314996-300x225.jpg	(from https://herbnkathy.com/)
14:36:04	58478/58478	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:04%20GMT	https://herbnkathy.com/my-ham-radio-hobby/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/my-ham-radio-hobby/index.html	(from https://herbnkathy.com/)
14:36:04	25613/25613	---M--	200	added ('OK')	image/jpeg	etag:%226773132c-640d%22	https://herbnkathy.com/wp-content/uploads/2024/12/20240925_1329236132343690375023558-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/12/20240925_1329236132343690375023558-300x225.jpg	(from https://herbnkathy.com/)
14:36:04	103991/103991	---M--	200	added ('OK')	image/jpeg	etag:%226773144e-19637%22	https://herbnkathy.com/wp-content/uploads/2024/12/20240925_1323287035418633844159970.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/12/20240925_1323287035418633844159970.jpg	(from https://herbnkathy.com/)
14:36:04	61629/61629	---M--	200	added ('OK')	image/jpeg	etag:%226773132a-f0bd%22	https://herbnkathy.com/wp-content/uploads/2024/12/20241031_0822051157869473852908061.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/12/20241031_0822051157869473852908061.jpg	(from https://herbnkathy.com/)
14:36:04	81575/81575	---M--	200	added ('OK')	image/jpeg	etag:%226605bfee-13ea7%22	https://herbnkathy.com/wp-content/uploads/2024/03/RoostDronePhoto.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/03/RoostDronePhoto.jpg	(from https://herbnkathy.com/)
14:36:05	61848/61848	---M--	200	added ('OK')	image/jpeg	etag:%226406806a-f198%22	https://herbnkathy.com/wp-content/uploads/2023/03/IMG_20220814_1253175912.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/03/IMG_20220814_1253175912.jpg	(from https://herbnkathy.com/)
14:36:05	16985/16985	---M--	200	added ('OK')	image/jpeg	etag:%226406806a-4259%22	https://herbnkathy.com/wp-content/uploads/2023/03/IMG_20220814_1253175912-300x255.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/03/IMG_20220814_1253175912-300x255.jpg	(from https://herbnkathy.com/)
14:36:05	36510/36510	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Feb%202026%2019:36:06%20GMT	https://herbnkathy.com/?page_id=6674	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/index28f7.html	(from https://herbnkathy.com/)
14:36:05	69471/69471	---M--	200	added ('OK')	image/jpeg	etag:%226065b77e-10f5f%22	https://herbnkathy.com/wp-content/uploads/2021/04/IMG_20200729_163032.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2021/04/IMG_20200729_163032.jpg	(from https://herbnkathy.com/)
14:36:05	16880/16880	---M--	200	added ('OK')	image/jpeg	etag:%226065b77e-41f0%22	https://herbnkathy.com/wp-content/uploads/2021/04/IMG_20200729_163032-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2021/04/IMG_20200729_163032-300x225.jpg	(from https://herbnkathy.com/)
14:36:06	62623/62623	---M--	200	added ('OK')	image/jpeg	etag:%226609ddda-f49f%22	https://herbnkathy.com/wp-content/uploads/2024/03/20240229_181102.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/03/20240229_181102.jpg	(from https://herbnkathy.com/)
14:36:06	38443/38443	---M--	200	added ('OK')	image/jpeg	etag:%226609e14a-962b%22	https://herbnkathy.com/wp-content/uploads/2024/03/image.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2024/03/image.jpg	(from https://herbnkathy.com/)
14:36:06	60088/60088	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:06%20GMT	https://herbnkathy.com/2025/01/03/freshen-up-the-rig/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/2025/01/03/freshen-up-the-rig/index.html	(from https://herbnkathy.com/)
14:36:06	17786/17786	---M--	200	added ('OK')	image/jpeg	etag:%226582f727-457a%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1850497832536535818297033-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1850497832536535818297033-300x225.jpg	(from https://herbnkathy.com/)
14:36:06	21161/21161	---M--	200	added ('OK')	image/jpeg	etag:%226582f727-52a9%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1848443606938697768298829-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1848443606938697768298829-300x225.jpg	(from https://herbnkathy.com/)
14:36:07	20660/20660	---M--	200	added ('OK')	image/jpeg	etag:%226582f727-50b4%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1819588979664428393809232-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1819588979664428393809232-300x225.jpg	(from https://herbnkathy.com/)
14:36:07	21497/21497	---M--	200	added ('OK')	image/jpeg	etag:%226582f727-53f9%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1833145146844987387945430-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1833145146844987387945430-300x225.jpg	(from https://herbnkathy.com/)
14:36:07	16361/16361	---M--	200	added ('OK')	image/jpeg	etag:%226582f727-3fe9%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1833565019523369156901575-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1833565019523369156901575-300x225.jpg	(from https://herbnkathy.com/)
14:36:07	191515/191515	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:07%20GMT	https://herbnkathy.com/author/herbbaldwin/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/author/herbbaldwin/index.html	(from https://herbnkathy.com/)
14:36:07	21379/21379	---M--	200	added ('OK')	image/jpeg	etag:%226582f72c-5383%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1819498654334658662233039-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1819498654334658662233039-300x225.jpg	(from https://herbnkathy.com/)
14:36:07	19478/19478	---M--	200	added ('OK')	image/jpeg	etag:%226582f72a-4c16%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1818282072195501934918729-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1818282072195501934918729-300x225.jpg	(from https://herbnkathy.com/)
14:36:08	23456/23456	---M--	200	added ('OK')	image/jpeg	etag:%226582f72c-5ba0%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1817094518686768081032663-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1817094518686768081032663-300x225.jpg	(from https://herbnkathy.com/)
14:36:08	20410/20410	---M--	200	added ('OK')	image/jpeg	etag:%226582f72c-4fba%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_181749445143905053270604-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_181749445143905053270604-300x225.jpg	(from https://herbnkathy.com/)
14:36:08	18354/18354	---M--	200	added ('OK')	image/jpeg	etag:%226582f72d-47b2%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1817532069117735103315203-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1817532069117735103315203-300x225.jpg	(from https://herbnkathy.com/)
14:36:08	253108/253108	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:09%20GMT	https://herbnkathy.com/category/blogging/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/category/blogging/index.html	(from https://herbnkathy.com/)
14:36:08	19299/19299	---M--	200	added ('OK')	image/jpeg	etag:%226582f730-4b63%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1816342685997524528610326-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1816342685997524528610326-300x225.jpg	(from https://herbnkathy.com/)
14:36:09	17702/17702	---M--	200	added ('OK')	image/jpeg	etag:%226582f72f-4526%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1816196593616626916562405-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1816196593616626916562405-300x225.jpg	(from https://herbnkathy.com/)
14:36:09	21061/21061	---M--	200	added ('OK')	image/jpeg	etag:%226582f72f-5245%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1814142032720971310898466-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1814142032720971310898466-300x225.jpg	(from https://herbnkathy.com/)
14:36:09	208617/208617	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:09%20GMT	https://herbnkathy.com/category/equipment/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/category/equipment/index.html	(from https://herbnkathy.com/)
14:36:09	20571/20571	---M--	200	added ('OK')	image/jpeg	etag:%226582f730-505b%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1812343915087211455847655-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1812343915087211455847655-300x225.jpg	(from https://herbnkathy.com/)
14:36:09	26509/26509	---M--	200	added ('OK')	image/jpeg	etag:%226582f734-678d%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1810454530853377595600488-225x300.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1810454530853377595600488-225x300.jpg	(from https://herbnkathy.com/)
14:36:10	22323/22323	---M--	200	added ('OK')	image/jpeg	etag:%226582f733-5733%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1759091941258911391087652-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1759091941258911391087652-300x225.jpg	(from https://herbnkathy.com/)
14:36:10	24167/24167	---M--	200	added ('OK')	image/jpeg	etag:%226582f734-5e67%22	https://herbnkathy.com/wp-content/uploads/2023/12/20231219_1759023531317638873757638-300x225.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/20231219_1759023531317638873757638-300x225.jpg	(from https://herbnkathy.com/)
14:36:10	316591/316591	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:10%20GMT	https://herbnkathy.com/category/learning/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/category/learning/index.html	(from https://herbnkathy.com/)
14:36:10	28672/28672	---M--	200	added ('OK')	image/jpeg	etag:%226585c42f-7000%22	https://herbnkathy.com/wp-content/uploads/2023/12/Drop-Leaf-Table.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/Drop-Leaf-Table.jpg	(from https://herbnkathy.com/)
14:36:10	31119/31119	---M--	200	added ('OK')	image/jpeg	etag:%226585c8da-798f%22	https://herbnkathy.com/wp-content/uploads/2023/12/Table-Lamp.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/Table-Lamp.jpg	(from https://herbnkathy.com/)
14:36:11	13076/13076	---M--	200	added ('OK')	image/jpeg	etag:%226585c8da-3314%22	https://herbnkathy.com/wp-content/uploads/2023/12/Table-Lamp-225x300.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/Table-Lamp-225x300.jpg	(from https://herbnkathy.com/)
14:36:11	10143/10143	---M--	200	added ('OK')	image/jpeg	etag:%226585ca9f-279f%22	https://herbnkathy.com/wp-content/uploads/2023/12/moving-truck-1.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/moving-truck-1.jpg	(from https://herbnkathy.com/)
14:36:11	188283/188283	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:12%20GMT	https://herbnkathy.com/category/repair/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/category/repair/index.html	(from https://herbnkathy.com/)
14:36:11	116512/116512	---M--	200	added ('OK')	image/jpeg	etag:%22657cd022-1c720%22	https://herbnkathy.com/wp-content/uploads/2023/12/Airstream-SOLD-Thumbnail.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/Airstream-SOLD-Thumbnail.jpg	(from https://herbnkathy.com/)
14:36:12	196340/196340	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:12%20GMT	https://herbnkathy.com/category/rving/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/category/rving/index.html	(from https://herbnkathy.com/)
14:36:12	168100/168100	---M--	200	added ('OK')	application/pdf	etag:%22657a4b97-290a4%22	https://herbnkathy.com/wp-content/uploads/2023/12/Airstream-Freightliner-Chassis-Data-Sheet-Highlighted-2.pdf	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/Airstream-Freightliner-Chassis-Data-Sheet-Highlighted-2.pdf	(from https://herbnkathy.com/)
14:36:12	169471/169471	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:13%20GMT	https://herbnkathy.com/category/technology/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/category/technology/index.html	(from https://herbnkathy.com/)
14:36:12	69480/69480	---M--	200	added ('OK')	application/pdf	etag:%22657a4bd8-10f68%22	https://herbnkathy.com/wp-content/uploads/2023/12/2002-Airstream-Land-Yacht-XC-360-1-Data-Sheet.pdf	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/12/2002-Airstream-Land-Yacht-XC-360-1-Data-Sheet.pdf	(from https://herbnkathy.com/)
14:36:13	200167/200167	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:13%20GMT	https://herbnkathy.com/category/working/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/category/working/index.html	(from https://herbnkathy.com/)
14:36:13	56300/56300	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:13%20GMT	https://herbnkathy.com/tag/newmar/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/tag/newmar/index.html	(from https://herbnkathy.com/)
14:36:13	117085/117085	---M--	200	added ('OK')	image/jpeg	etag:%226514769f-1c95d%22	https://herbnkathy.com/wp-content/uploads/2023/09/IMG_20230927_092414.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/09/IMG_20230927_092414.jpg	(from https://herbnkathy.com/)
14:36:13	13771/13771	---M--	200	added ('OK')	image/jpeg	etag:%2265183a62-35cb%22	https://herbnkathy.com/wp-content/uploads/2023/09/IMG_20230930_095403-300x169.jpg	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/wp-content/uploads/2023/09/IMG_20230930_095403-300x169.jpg	(from https://herbnkathy.com/)
14:36:13	82450/82450	---MCZ	200	added ('OK')	text/html	date:Wed,%2004%20Feb%202026%2019:36:14%20GMT	https://herbnkathy.com/tag/paint/	C:/Users/Dbald/OneDrive/HerbnKathy/basenew/herbnkathy/herbnkathy.com/tag/paint/index.html	(from https://herbnkathy.com/)
